epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.31382,1.40464,3.18958,1.16551,0.01905,1,0.24875,0.20519,0.38896,2.92486,0.68922,0,0,0
